customer_id,income_from,income_to,qualification,age,child,tenure,retired_flag,income
14553,40000,49999,None,104,0,Rented,0,44999.5
14554,0,9999,GCSE,56,0,Mortgaged,0,4999.5
14557,30000,39999,Other,67,0,Owned outright,1,34999.5
14567,70000,,Degree or higher,46,1,Mortgaged,0,35000
14572,,,Higher education,65,0,Owned outright,1,0
14576,30000,39999,Higher education,65,0,Owned outright,0,34999.5
14577,,,A Level,61,0,Owned outright,0,0
14578,,,Degree or higher,27,0,Mortgaged,0,0
14580,0,9999,Higher education,62,0,Rented,0,4999.5
14586,50000,59999,Degree or higher,71,0,Owned outright,1,54999.5
14592,40000,49999,Degree or higher,45,2,Rented,0,44999.5
14594,10000,19999,Degree or higher,41,2,Mortgaged,0,14999.5
14597,10000,19999,A Level,55,0,Owned outright,0,14999.5
14598,50000,59999,Higher education,43,3,Rented,0,54999.5
14606,,,GCSE,89,0,Owned outright,1,0
14607,20000,29999,A Level,32,2,Rented,0,24999.5
14613,70000,,GCSE,51,0,Owned outright,0,35000
14617,40000,49999,Higher education,59,0,Mortgaged,0,44999.5
14625,70000,,Degree or higher,67,1,Mortgaged,0,35000
14630,0,9999,None,66,0,Rented,1,4999.5
14634,70000,,A Level,47,0,Mortgaged,0,35000
14638,,,Degree or higher,59,1,Owned outright,0,0
14639,10000,19999,None,41,2,Rented,0,14999.5
14640,10000,19999,A Level,55,0,Mortgaged,0,14999.5
14645,30000,39999,GCSE,46,0,Rented,0,34999.5
14653,20000,29999,Degree or higher,60,0,Owned outright,0,24999.5
14660,40000,49999,Degree or higher,53,0,Mortgaged,0,44999.5
14666,30000,39999,Degree or higher,122,0,Owned outright,1,34999.5
14669,70000,,Degree or higher,48,1,Mortgaged,0,35000
14673,30000,39999,Higher education,50,0,Mortgaged,0,34999.5
14675,50000,59999,Degree or higher,28,0,Rented,0,54999.5
1468,20000,29999,A Level,47,1,Mortgaged,0,24999.5
14682,0,9999,GCSE,45,0,Rented,0,4999.5
14683,30000,39999,GCSE,42,0,Owned outright,0,34999.5
14691,20000,29999,Degree or higher,50,0,Mortgaged,0,24999.5
14693,0,9999,A Level,77,0,Owned outright,1,4999.5
14696,50000,59999,Higher education,26,0,Mortgaged,0,54999.5
14700,,,Higher education,50,1,Mortgaged,0,0
14701,,,Unknown,82,0,Owned outright,1,0
14716,0,9999,GCSE,72,0,Owned outright,1,4999.5
14722,70000,,A Level,56,0,Rented,0,35000
14723,70000,,Degree or higher,45,0,Mortgaged,0,35000
14737,10000,19999,None,70,0,Rented,1,14999.5
14742,,,Degree or higher,53,0,Mortgaged,0,0
1475,,,None,70,0,Owned outright,1,0
14752,30000,39999,A Level,38,2,Mortgaged,0,34999.5
14759,20000,29999,GCSE,54,1,Rented,0,24999.5
14761,,,Degree or higher,37,1,Owned outright,0,0
14763,,,Degree or higher,72,0,Owned outright,1,0
14766,60000,69999,Degree or higher,32,2,Mortgaged,0,64999.5
14767,50000,59999,Other,48,0,Mortgaged,0,54999.5
14772,60000,69999,Degree or higher,52,0,Owned outright,0,64999.5
14776,30000,39999,A Level,36,2,Mortgaged,0,34999.5
14779,20000,29999,GCSE,75,0,Owned outright,1,24999.5
14789,50000,59999,Degree or higher,34,0,Mortgaged,0,54999.5
14799,10000,19999,Degree or higher,43,4,Rented,0,14999.5
14800,30000,39999,Degree or higher,55,0,Mortgaged,0,34999.5
14809,10000,19999,GCSE,96,0,Rented,0,14999.5
14824,10000,19999,Higher education,54,0,Owned outright,0,14999.5
14831,10000,19999,A Level,61,1,Owned outright,0,14999.5
14833,60000,69999,Degree or higher,49,1,Mortgaged,0,64999.5
14834,40000,49999,Degree or higher,34,0,Mortgaged,0,44999.5
14835,10000,19999,Other,73,0,Rented,1,14999.5
14836,30000,39999,Degree or higher,34,0,Rented,0,34999.5
14837,30000,39999,GCSE,75,0,Owned outright,0,34999.5
14844,40000,49999,Degree or higher,39,1,Mortgaged,0,44999.5
14845,60000,69999,Degree or higher,50,1,Mortgaged,0,64999.5
14848,10000,19999,GCSE,69,0,Owned outright,0,14999.5
14855,,,GCSE,72,0,Owned outright,1,0
1486,50000,59999,Degree or higher,31,2,Mortgaged,0,54999.5
14863,30000,39999,Other,44,0,Rented,0,34999.5
14874,70000,,Other,47,0,Owned outright,0,35000
14878,20000,29999,Other,56,0,Owned outright,0,24999.5
14880,10000,19999,None,68,0,Owned outright,1,14999.5
14891,,,None,71,0,Rented,1,0
14901,40000,49999,Other,46,2,Rented,0,44999.5
14908,40000,49999,Higher education,60,0,Owned outright,0,44999.5
14911,10000,19999,GCSE,48,1,Owned outright,0,14999.5
14918,10000,19999,Higher education,58,0,Rented,0,14999.5
14923,20000,29999,GCSE,75,0,Owned outright,1,24999.5
1493,60000,69999,GCSE,42,2,Mortgaged,0,64999.5
14933,,,GCSE,63,0,Rented,0,0
14934,30000,39999,GCSE,79,0,Owned outright,1,34999.5
14940,,,Other,70,0,Owned outright,1,0
14959,10000,19999,GCSE,38,3,Rented,0,14999.5
1496,,,GCSE,62,0,Owned outright,0,0
14971,70000,,Higher education,50,4,Mortgaged,0,35000
14974,10000,19999,GCSE,66,0,Rented,1,14999.5
14986,10000,19999,GCSE,58,0,Mortgaged,0,14999.5
14990,10000,19999,None,69,0,Owned outright,1,14999.5
1500,20000,29999,Degree or higher,57,0,Owned outright,0,24999.5
15000,60000,69999,A Level,44,1,Mortgaged,0,64999.5
15006,0,9999,Higher education,41,2,Rented,0,4999.5
15009,20000,29999,None,52,0,Mortgaged,0,24999.5
15013,30000,39999,Higher education,43,2,Mortgaged,0,34999.5
15017,10000,19999,Higher education,27,0,Mortgaged,0,14999.5
15023,50000,59999,Degree or higher,46,3,Mortgaged,0,54999.5
15025,50000,59999,Degree or higher,36,1,Rented,0,54999.5
1503,,,Degree or higher,45,1,Owned outright,0,0
15032,40000,49999,A Level,33,1,Mortgaged,0,44999.5
15035,50000,59999,GCSE,63,0,Owned outright,0,54999.5
15041,70000,,Higher education,50,0,Mortgaged,0,35000
15044,20000,29999,GCSE,48,0,Owned outright,0,24999.5
15052,30000,39999,None,52,0,Mortgaged,0,34999.5
15053,60000,69999,Degree or higher,40,0,Mortgaged,0,64999.5
15061,,,GCSE,52,0,Mortgaged,0,0
15082,,,Other,58,0,Rented,0,0
15084,20000,29999,Higher education,49,0,Rented,0,24999.5
15087,10000,19999,Higher education,73,0,Owned outright,1,14999.5
15095,40000,49999,A Level,47,0,Mortgaged,0,44999.5
15103,20000,29999,GCSE,64,0,Rented,0,24999.5
15108,,,Higher education,61,0,Rented,0,0
15121,,,GCSE,70,3,Mortgaged,0,0
15129,60000,69999,Degree or higher,94,0,Mortgaged,0,64999.5
15133,,,Other,64,0,Owned outright,0,0
15138,50000,59999,Degree or higher,40,2,Mortgaged,0,54999.5
15139,0,9999,A Level,59,0,Owned outright,0,4999.5
15140,20000,29999,Other,75,0,Owned outright,1,24999.5
15142,60000,69999,GCSE,71,0,Mortgaged,0,64999.5
15143,0,9999,None,37,1,Other,0,4999.5
15153,30000,39999,Higher education,54,0,Mortgaged,0,34999.5
15157,20000,29999,Degree or higher,43,1,Mortgaged,0,24999.5
1516,50000,59999,Degree or higher,45,2,Mortgaged,0,54999.5
15160,70000,,Degree or higher,48,0,Owned outright,0,35000
1517,10000,19999,A Level,61,0,Mortgaged,0,14999.5
15174,10000,19999,Other,70,0,Owned outright,1,14999.5
15178,,,A Level,75,0,Rented,0,0
15180,20000,29999,Degree or higher,66,0,Owned outright,1,24999.5
15187,40000,49999,A Level,56,0,Rented,0,44999.5
15193,,,Degree or higher,51,0,Rented,0,0
15203,50000,59999,Degree or higher,25,0,Rented,0,54999.5
15205,0,9999,None,24,0,Rented,0,4999.5
15208,50000,59999,Degree or higher,39,2,Rented,0,54999.5
15218,50000,59999,GCSE,48,0,Mortgaged,0,54999.5
1522,10000,19999,Other,72,0,Rented,1,14999.5
15222,10000,19999,GCSE,62,0,Rented,0,14999.5
15223,60000,69999,GCSE,38,1,Rented,0,64999.5
15243,30000,39999,GCSE,32,1,Mortgaged,0,34999.5
15249,0,9999,Other,75,0,Owned outright,1,4999.5
1526,30000,39999,GCSE,33,2,Mortgaged,0,34999.5
15288,50000,59999,Higher education,55,1,Rented,0,54999.5
15289,10000,19999,Degree or higher,62,0,Owned outright,0,14999.5
15297,40000,49999,Degree or higher,39,2,Rented,0,44999.5
15308,20000,29999,Degree or higher,106,0,Owned outright,1,24999.5
15320,,,Degree or higher,93,0,Owned outright,1,0
15324,10000,19999,Higher education,39,3,Mortgaged,0,14999.5
15325,20000,29999,Degree or higher,65,0,Owned outright,1,24999.5
15329,50000,59999,Higher education,45,1,Mortgaged,0,54999.5
1533,60000,69999,A Level,45,1,Mortgaged,0,64999.5
15339,30000,39999,A Level,54,0,Owned outright,0,34999.5
15348,10000,19999,Degree or higher,58,0,Owned outright,0,14999.5
15349,20000,29999,Degree or higher,78,0,Owned outright,0,24999.5
15352,20000,29999,Degree or higher,71,0,Owned outright,1,24999.5
15356,10000,19999,Higher education,52,0,Mortgaged,0,14999.5
15366,30000,39999,GCSE,52,0,Mortgaged,0,34999.5
1537,20000,29999,A Level,76,0,Owned outright,1,24999.5
15370,20000,29999,GCSE,72,0,Owned outright,1,24999.5
15371,,,GCSE,61,0,Owned outright,0,0
15373,,,GCSE,64,0,Owned outright,0,0
15385,60000,69999,Degree or higher,46,2,Mortgaged,0,64999.5
15386,,,GCSE,39,1,Owned outright,0,0
15387,30000,39999,Degree or higher,38,3,Mortgaged,0,34999.5
15388,30000,39999,Degree or higher,66,0,Owned outright,1,34999.5
15391,10000,19999,Higher education,66,1,Rented,0,14999.5
15392,40000,49999,Higher education,59,0,Owned outright,0,44999.5
15399,20000,29999,Degree or higher,26,0,Rented,0,24999.5
154,50000,59999,Degree or higher,31,1,Mortgaged,0,54999.5
15401,,,GCSE,47,1,Mortgaged,0,0
15405,30000,39999,Degree or higher,35,0,Mortgaged,0,34999.5
15407,,,None,63,0,Rented,0,0
15408,60000,69999,Degree or higher,37,1,Mortgaged,0,64999.5
15410,20000,29999,Degree or higher,65,0,Owned outright,1,24999.5
15412,20000,29999,GCSE,63,0,Mortgaged,0,24999.5
15414,30000,39999,GCSE,37,1,Mortgaged,0,34999.5
15420,20000,29999,Degree or higher,28,2,Rented,0,24999.5
15433,70000,,Degree or higher,36,2,Mortgaged,0,35000
15438,20000,29999,Higher education,36,2,Rented,0,24999.5
15453,30000,39999,Degree or higher,61,0,Owned outright,0,34999.5
15455,30000,39999,Unknown,36,2,Unknown,0,34999.5
15459,,,Higher education,61,0,Owned outright,0,0
15461,,,Higher education,38,2,Mortgaged,0,0
15463,20000,29999,Higher education,37,2,Mortgaged,0,24999.5
15465,10000,19999,Higher education,70,0,Owned outright,1,14999.5
15470,,,GCSE,62,0,Rented,0,0
15473,20000,29999,GCSE,50,1,Mortgaged,0,24999.5
15475,,,None,66,0,Owned outright,1,0
15481,10000,19999,Higher education,44,0,Rented,0,14999.5
15496,10000,19999,A Level,63,1,Rented,0,14999.5
15506,10000,19999,GCSE,65,0,Mortgaged,1,14999.5
1551,10000,19999,Higher education,52,0,Mortgaged,0,14999.5
15510,20000,29999,Other,45,0,Rented,0,24999.5
15517,70000,,None,34,0,Rented,0,35000
15519,,,Degree or higher,40,0,Rented,0,0
15525,30000,39999,Other,72,0,Owned outright,1,34999.5
15526,20000,29999,Higher education,35,2,Rented,0,24999.5
15538,20000,29999,None,81,0,Rented,1,24999.5
15542,70000,,Degree or higher,42,2,Mortgaged,0,35000
15550,10000,19999,GCSE,79,0,Owned outright,1,14999.5
15555,30000,39999,Degree or higher,37,0,Rented,0,34999.5
15562,20000,29999,GCSE,62,0,Owned outright,0,24999.5
15564,,,Degree or higher,47,0,Mortgaged,0,0
1557,20000,29999,Higher education,30,2,Mortgaged,0,24999.5
15572,,,None,67,0,Owned outright,1,0
15577,20000,29999,A Level,46,1,Rented,0,24999.5
15582,,,A Level,47,1,Mortgaged,0,0
15584,50000,59999,A Level,55,0,Owned outright,0,54999.5
15588,20000,29999,Higher education,62,0,Owned outright,0,24999.5
1559,40000,49999,Degree or higher,83,0,Owned outright,1,44999.5
15592,,,GCSE,56,2,Rented,0,0
15593,30000,39999,Higher education,44,1,Mortgaged,0,34999.5
15595,,,Degree or higher,44,2,Mortgaged,0,0
15598,20000,29999,Other,60,0,Rented,0,24999.5
15609,40000,49999,Degree or higher,55,0,Mortgaged,0,44999.5
15616,20000,29999,A Level,71,0,Owned outright,1,24999.5
15625,20000,29999,None,61,0,Rented,0,24999.5
15630,10000,19999,GCSE,52,0,Rented,0,14999.5
15631,70000,,Degree or higher,66,0,Owned outright,1,35000
15634,70000,,Degree or higher,50,0,Mortgaged,0,35000
15637,20000,29999,Degree or higher,56,0,Mortgaged,0,24999.5
15643,30000,39999,Degree or higher,34,0,Mortgaged,0,34999.5
15652,30000,39999,GCSE,66,0,Owned outright,1,34999.5
15660,20000,29999,Higher education,65,0,Mortgaged,1,24999.5
15667,20000,29999,Degree or higher,28,1,Mortgaged,0,24999.5
15669,,,Degree or higher,34,2,Mortgaged,0,0
15672,40000,49999,Higher education,59,0,Rented,0,44999.5
1568,20000,29999,GCSE,68,0,Owned outright,1,24999.5
15690,10000,19999,GCSE,65,0,Rented,1,14999.5
15697,60000,69999,Degree or higher,49,0,Mortgaged,0,64999.5
15701,40000,49999,Degree or higher,47,0,Mortgaged,0,44999.5
15705,,,Higher education,59,0,Mortgaged,0,0
15719,,,GCSE,75,0,Owned outright,1,0
15725,20000,29999,Degree or higher,36,2,Rented,0,24999.5
15727,30000,39999,Other,63,0,Owned outright,0,34999.5
1573,,,Degree or higher,57,0,Owned outright,0,0
15730,10000,19999,GCSE,70,2,Mortgaged,0,14999.5
15731,10000,19999,Other,74,0,Rented,1,14999.5
15737,,,Other,63,0,Rented,0,0
15738,,,Higher education,40,0,Mortgaged,0,0
1574,50000,59999,Degree or higher,43,3,Mortgaged,0,54999.5
15741,40000,49999,Degree or higher,55,0,Mortgaged,0,44999.5
15750,,,A Level,76,0,Owned outright,1,0
15759,30000,39999,Higher education,37,3,Rented,0,34999.5
15760,50000,59999,Degree or higher,52,0,Owned outright,0,54999.5
15767,30000,39999,GCSE,68,2,Owned outright,0,34999.5
15771,30000,39999,Degree or higher,29,2,Mortgaged,0,34999.5
15772,,,None,49,0,Rented,0,0
15778,50000,59999,A Level,57,0,Mortgaged,0,54999.5
15785,50000,59999,Degree or higher,34,2,Rented,0,54999.5
15789,40000,49999,Other,42,0,Mortgaged,0,44999.5
15792,20000,29999,Higher education,84,0,Owned outright,1,24999.5
15793,,,GCSE,72,0,Owned outright,1,0
15794,40000,49999,GCSE,63,0,Mortgaged,0,44999.5
15799,40000,49999,Higher education,40,2,Mortgaged,0,44999.5
1580,,,Higher education,72,3,Mortgaged,0,0
15801,60000,69999,Degree or higher,62,0,Rented,0,64999.5
15802,10000,19999,None,49,0,Mortgaged,0,14999.5
15808,20000,29999,Degree or higher,48,0,Mortgaged,0,24999.5
1581,10000,19999,Degree or higher,67,0,Owned outright,1,14999.5
15811,30000,39999,Other,65,0,Owned outright,1,34999.5
15814,,,Higher education,47,2,Mortgaged,0,0
15821,,,Other,52,1,Rented,0,0
15822,30000,39999,GCSE,41,3,Mortgaged,0,34999.5
15830,20000,29999,A Level,63,0,Owned outright,0,24999.5
15831,20000,29999,Degree or higher,59,0,Owned outright,0,24999.5
15832,,,A Level,83,0,Mortgaged,0,0
15837,70000,,Degree or higher,60,0,Owned outright,0,35000
15854,20000,29999,Degree or higher,39,1,Mortgaged,0,24999.5
15855,50000,59999,Degree or higher,53,0,Mortgaged,0,54999.5
15858,30000,39999,GCSE,49,2,Mortgaged,0,34999.5
15865,30000,39999,Degree or higher,39,2,Mortgaged,0,34999.5
15866,70000,,Degree or higher,59,0,Mortgaged,0,35000
15869,10000,19999,Other,70,0,Mortgaged,1,14999.5
15882,20000,29999,Degree or higher,34,3,Rented,0,24999.5
15883,40000,49999,Degree or higher,64,0,Owned outright,0,44999.5
15889,40000,49999,Higher education,50,0,Mortgaged,0,44999.5
1589,50000,59999,Higher education,49,0,Mortgaged,0,54999.5
15892,10000,19999,GCSE,73,0,Owned outright,1,14999.5
1590,50000,59999,Degree or higher,52,1,Mortgaged,0,54999.5
15907,30000,39999,A Level,30,0,Mortgaged,0,34999.5
15919,30000,39999,A Level,38,1,Mortgaged,0,34999.5
15925,20000,29999,Degree or higher,31,2,Mortgaged,0,24999.5
15926,10000,19999,None,68,1,Rented,0,14999.5
15927,40000,49999,Higher education,48,3,Mortgaged,0,44999.5
15928,20000,29999,Degree or higher,30,1,Mortgaged,0,24999.5
15929,10000,19999,GCSE,64,0,Owned outright,0,14999.5
15941,30000,39999,Higher education,53,0,Mortgaged,0,34999.5
15956,40000,49999,Higher education,37,2,Mortgaged,0,44999.5
15961,10000,19999,GCSE,65,0,Owned outright,1,14999.5
15963,20000,29999,Higher education,38,4,Rented,0,24999.5
15967,10000,19999,A Level,64,0,Rented,0,14999.5
15968,50000,59999,Degree or higher,40,2,Mortgaged,0,54999.5
15969,,,A Level,41,4,Mortgaged,0,0
15975,10000,19999,GCSE,75,0,Mortgaged,1,14999.5
15976,10000,19999,GCSE,50,1,Rented,0,14999.5
1598,0,9999,None,64,0,Mortgaged,0,4999.5
15980,10000,19999,GCSE,59,0,Rented,0,14999.5
15981,10000,19999,GCSE,125,0,Owned outright,1,14999.5
15988,0,9999,A Level,68,0,Rented,1,4999.5
15993,0,9999,Higher education,54,0,Mortgaged,0,4999.5
15994,,,A Level,60,0,Owned outright,0,0
160,,,Other,67,0,Mortgaged,1,0
1600,,,A Level,75,0,Owned outright,1,0
16003,,,GCSE,37,1,Owned outright,0,0
16004,60000,69999,A Level,51,0,Mortgaged,0,64999.5
16011,30000,39999,GCSE,47,0,Mortgaged,0,34999.5
16015,30000,39999,A Level,48,0,Rented,0,34999.5
16023,10000,19999,None,73,0,Owned outright,1,14999.5
16024,30000,39999,Degree or higher,44,0,Mortgaged,0,34999.5
16025,30000,39999,Degree or higher,31,2,Rented,0,34999.5
1603,30000,39999,Degree or higher,52,0,Mortgaged,0,34999.5
16034,40000,49999,Higher education,27,0,Rented,0,44999.5
16038,20000,29999,Degree or higher,68,0,Owned outright,1,24999.5
16039,,,GCSE,47,1,Mortgaged,0,0
16042,20000,29999,Higher education,39,1,Rented,0,24999.5
16046,70000,,Degree or higher,43,2,Mortgaged,0,35000
16048,10000,19999,A Level,71,0,Owned outright,1,14999.5
16053,40000,49999,Other,68,0,Rented,1,44999.5
16057,10000,19999,A Level,70,0,Owned outright,1,14999.5
16064,70000,,Degree or higher,44,2,Mortgaged,0,35000
16069,20000,29999,A Level,36,2,Rented,0,24999.5
16072,20000,29999,A Level,80,0,Other,0,24999.5
16075,40000,49999,Higher education,73,0,Owned outright,1,44999.5
16082,70000,,Degree or higher,58,0,Mortgaged,0,35000
16089,70000,,Degree or higher,49,1,Mortgaged,0,35000
16091,70000,,Degree or higher,41,0,Rented,0,35000
16092,30000,39999,GCSE,38,1,Mortgaged,0,34999.5
16096,10000,19999,Other,63,0,Owned outright,0,14999.5
16100,20000,29999,None,80,0,Other,1,24999.5
16131,50000,59999,Degree or higher,60,0,Mortgaged,0,54999.5
16139,10000,19999,None,81,0,Owned outright,1,14999.5
16149,,,GCSE,85,0,Owned outright,1,0
1615,10000,19999,None,79,0,Rented,1,14999.5
16150,30000,39999,GCSE,34,1,Mortgaged,0,34999.5
16161,50000,59999,Degree or higher,42,0,Mortgaged,0,54999.5
16166,20000,29999,GCSE,61,0,Mortgaged,0,24999.5
16175,,,Higher education,45,1,Mortgaged,0,0
16177,40000,49999,Higher education,43,2,Mortgaged,0,44999.5
16182,40000,49999,None,57,0,Owned outright,0,44999.5
16196,10000,19999,Other,53,0,Owned outright,0,14999.5
16207,20000,29999,None,72,0,Owned outright,1,24999.5
16214,30000,39999,Degree or higher,45,1,Mortgaged,0,34999.5
16220,20000,29999,GCSE,58,0,Owned outright,0,24999.5
16221,50000,59999,GCSE,38,2,Mortgaged,0,54999.5
16224,10000,19999,GCSE,47,0,Mortgaged,0,14999.5
16227,0,9999,A Level,43,0,Rented,0,4999.5
16228,40000,49999,A Level,33,2,Mortgaged,0,44999.5
16237,30000,39999,GCSE,66,0,Rented,1,34999.5
16238,10000,19999,A Level,69,0,Owned outright,1,14999.5
16250,10000,19999,A Level,35,2,Mortgaged,0,14999.5
16259,70000,,Degree or higher,64,0,Owned outright,0,35000
16260,,,GCSE,55,0,Owned outright,0,0
16261,50000,59999,Degree or higher,31,1,Owned outright,0,54999.5
1627,0,9999,Other,76,0,Rented,1,4999.5
16274,,,Other,72,0,Owned outright,1,0
16281,20000,29999,Higher education,43,1,Rented,0,24999.5
16284,10000,19999,None,51,0,Mortgaged,0,14999.5
16290,30000,39999,Higher education,66,0,Owned outright,1,34999.5
16297,30000,39999,Degree or higher,32,0,Mortgaged,0,34999.5
1630,10000,19999,GCSE,62,0,Owned outright,0,14999.5
16307,30000,39999,Higher education,32,2,Mortgaged,0,34999.5
16308,,,Degree or higher,83,0,Owned outright,0,0
16317,40000,49999,GCSE,44,1,Mortgaged,0,44999.5
16318,40000,49999,Degree or higher,43,0,Mortgaged,0,44999.5
16320,,,Other,77,0,Owned outright,1,0
16330,20000,29999,Higher education,57,0,Owned outright,0,24999.5
16332,10000,19999,A Level,87,0,Owned outright,1,14999.5
16339,50000,59999,GCSE,43,0,Mortgaged,0,54999.5
1634,20000,29999,GCSE,51,0,Mortgaged,0,24999.5
16340,10000,19999,None,50,1,Mortgaged,0,14999.5
16342,40000,49999,Higher education,54,0,Owned outright,0,44999.5
16343,20000,29999,Other,55,0,Mortgaged,0,24999.5
16350,70000,,Degree or higher,62,0,Owned outright,0,35000
16352,0,9999,Other,65,0,Owned outright,1,4999.5
16356,70000,,Degree or higher,41,1,Mortgaged,0,35000
16361,,,Degree or higher,101,0,Owned outright,0,0
16364,70000,,Degree or higher,37,0,Rented,0,35000
16365,10000,19999,None,73,0,Owned outright,1,14999.5
16367,10000,19999,GCSE,96,0,Mortgaged,0,14999.5
16373,30000,39999,Degree or higher,36,2,Mortgaged,0,34999.5
16389,20000,29999,Degree or higher,69,0,Owned outright,1,24999.5
16394,,,GCSE,53,1,Mortgaged,0,0
16395,,,GCSE,48,1,Rented,0,0
16396,0,9999,Higher education,67,0,Rented,0,4999.5
16398,70000,,Degree or higher,43,2,Mortgaged,0,35000
16399,20000,29999,Degree or higher,38,2,Mortgaged,0,24999.5
164,30000,39999,A Level,73,0,Rented,0,34999.5
16402,,,Degree or higher,36,2,Mortgaged,0,0
16406,50000,59999,GCSE,64,0,Owned outright,0,54999.5
16413,70000,,Degree or higher,50,0,Mortgaged,0,35000
16424,20000,29999,Higher education,41,2,Rented,0,24999.5
16429,,,GCSE,52,0,Owned outright,0,0
16434,0,9999,Degree or higher,62,0,Owned outright,0,4999.5
16438,10000,19999,Other,78,0,Owned outright,1,14999.5
16441,10000,19999,GCSE,80,0,Owned outright,1,14999.5
16449,0,9999,Other,52,0,Mortgaged,0,4999.5
1645,30000,39999,GCSE,67,0,Owned outright,1,34999.5
16451,20000,29999,GCSE,83,0,Owned outright,1,24999.5
16458,40000,49999,A Level,34,3,Rented,0,44999.5
16459,10000,19999,Degree or higher,47,1,Rented,0,14999.5
16467,,,Degree or higher,51,0,Owned outright,0,0
16475,20000,29999,Degree or higher,30,2,Rented,0,24999.5
1648,70000,,Degree or higher,45,0,Mortgaged,0,35000
16484,0,9999,Other,75,0,Mortgaged,1,4999.5
16489,30000,39999,Higher education,50,1,Owned outright,0,34999.5
16492,10000,19999,None,73,0,Owned outright,1,14999.5
16500,,,Degree or higher,59,0,Owned outright,0,0
16509,10000,19999,GCSE,57,0,Rented,0,14999.5
16516,20000,29999,A Level,30,0,Rented,0,24999.5
16517,,,A Level,51,1,Rented,0,0
16530,30000,39999,Degree or higher,32,1,Rented,0,34999.5
16533,0,9999,A Level,70,0,Owned outright,1,4999.5
16535,20000,29999,GCSE,52,1,Rented,0,24999.5
16536,60000,69999,Other,72,0,Owned outright,0,64999.5
16538,10000,19999,Degree or higher,90,0,Mortgaged,1,14999.5
16541,,,GCSE,54,0,Mortgaged,0,0
16542,10000,19999,Degree or higher,71,0,Owned outright,1,14999.5
16567,10000,19999,None,63,0,Owned outright,0,14999.5
16568,10000,19999,Other,44,0,Rented,0,14999.5
16571,20000,29999,Degree or higher,85,1,Mortgaged,0,24999.5
16576,,,GCSE,38,0,Rented,0,0
16591,20000,29999,A Level,60,0,Owned outright,0,24999.5
16597,10000,19999,A Level,81,0,Owned outright,1,14999.5
16599,40000,49999,GCSE,65,0,Owned outright,1,44999.5
16607,20000,29999,Higher education,28,3,Rented,0,24999.5
16612,,,None,67,0,Rented,1,0
16622,50000,59999,A Level,53,0,Mortgaged,0,54999.5
16625,10000,19999,Higher education,62,0,Rented,0,14999.5
16631,,,Degree or higher,42,3,Mortgaged,0,0
16634,40000,49999,GCSE,48,0,Owned outright,0,44999.5
16637,30000,39999,A Level,54,0,Owned outright,0,34999.5
16640,,,GCSE,78,0,Owned outright,1,0
16644,20000,29999,Higher education,76,0,Owned outright,1,24999.5
16649,40000,49999,Other,51,0,Mortgaged,0,44999.5
16655,70000,,Degree or higher,41,3,Mortgaged,0,35000
16656,50000,59999,Degree or higher,40,2,Mortgaged,0,54999.5
16659,50000,59999,Higher education,48,0,Mortgaged,0,54999.5
16668,50000,59999,GCSE,37,2,Rented,0,54999.5
16673,60000,69999,Degree or higher,66,0,Mortgaged,1,64999.5
16677,0,9999,GCSE,36,3,Owned outright,0,4999.5
1668,20000,29999,A Level,44,2,Mortgaged,0,24999.5
16680,10000,19999,Higher education,62,0,Owned outright,0,14999.5
16687,,,Degree or higher,77,0,Owned outright,1,0
16702,40000,49999,Degree or higher,46,0,Owned outright,0,44999.5
16705,30000,39999,GCSE,36,2,Rented,0,34999.5
1671,60000,69999,A Level,58,0,Mortgaged,0,64999.5
1672,40000,49999,A Level,25,0,Mortgaged,0,44999.5
16737,50000,59999,Higher education,57,0,Owned outright,0,54999.5
16742,0,9999,Higher education,69,0,Owned outright,1,4999.5
16749,,,Degree or higher,30,1,Mortgaged,0,0
16769,40000,49999,GCSE,37,3,Mortgaged,0,44999.5
16774,,,Higher education,64,0,Owned outright,0,0
16775,10000,19999,GCSE,78,0,Owned outright,0,14999.5
1678,10000,19999,Other,75,0,Rented,1,14999.5
16782,30000,39999,Degree or higher,32,0,Owned outright,0,34999.5
16786,30000,39999,A Level,41,1,Mortgaged,0,34999.5
16803,40000,49999,Higher education,36,1,Mortgaged,0,44999.5
16814,30000,39999,Degree or higher,45,1,Mortgaged,0,34999.5
16817,20000,29999,Higher education,37,4,Mortgaged,0,24999.5
16823,,,A Level,47,0,Rented,0,0
1683,40000,49999,GCSE,43,1,Owned outright,0,44999.5
16832,30000,39999,GCSE,55,0,Rented,0,34999.5
16841,,,GCSE,58,0,Owned outright,0,0
16842,20000,29999,Degree or higher,71,0,Owned outright,1,24999.5
16843,40000,49999,None,68,0,Owned outright,1,44999.5
16844,10000,19999,GCSE,46,0,Owned outright,0,14999.5
16853,20000,29999,Higher education,84,0,Rented,1,24999.5
16854,70000,,Degree or higher,37,1,Mortgaged,0,35000
16863,30000,39999,GCSE,39,4,Mortgaged,0,34999.5
16866,,,GCSE,85,0,Owned outright,1,0
16868,10000,19999,None,43,2,Mortgaged,0,14999.5
16876,30000,39999,Higher education,63,0,Owned outright,0,34999.5
16879,30000,39999,Other,76,0,Owned outright,0,34999.5
16881,,,Higher education,78,0,Owned outright,1,0
16885,10000,19999,GCSE,67,0,Owned outright,1,14999.5
16891,40000,49999,Other,64,0,Rented,0,44999.5
